id,date,store_nbr,family,onpromotion,sales
104,2017-04-15,1,GROCERY I,2,241.371
105,2017-04-16,1,GROCERY I,0,368.545
106,2017-04-17,1,GROCERY I,0,329.509
107,2017-04-18,1,GROCERY I,0,452.5
108,2017-04-19,1,GROCERY I,0,260.538
109,2017-04-20,1,GROCERY I,0,261.074
110,2017-04-21,1,GROCERY I,0,357.126
111,2017-04-22,1,GROCERY I,0,227.751
112,2017-04-23,1,GROCERY I,0,322.283
113,2017-04-24,1,GROCERY I,0,362.906
114,2017-04-25,1,GROCERY I,0,348.126
115,2017-04-26,1,GROCERY I,0,310.618
116,2017-04-27,1,GROCERY I,0,372.933
117,2017-04-28,1,GROCERY I,0,330.769
118,2017-04-29,1,GROCERY I,0,269.394
119,2017-04-30,1,GROCERY I,0,283.544
120,2017-05-01,1,GROCERY I,0,332.841
121,2017-05-02,1,GROCERY I,6,477.666
122,2017-05-03,1,GROCERY I,0,306.609
123,2017-05-04,1,GROCERY I,0,277.725
124,2017-05-05,1,GROCERY I,0,252.036
125,2017-05-06,1,GROCERY I,7,334.834
126,2017-05-07,1,GROCERY I,0,215.76
127,2017-05-08,1,GROCERY I,8,635.047
128,2017-05-09,1,GROCERY I,0,329.714
129,2017-05-10,1,GROCERY I,0,251.753
130,2017-05-11,1,GROCERY I,0,347.371
131,2017-05-12,1,GROCERY I,0,252.891
132,2017-05-13,1,GROCERY I,0,279.529
133,2017-05-14,1,GROCERY I,5,375.487
134,2017-05-15,1,GROCERY I,0,335.34
135,2017-05-16,1,GROCERY I,0,304.558
136,2017-05-17,1,GROCERY I,0,249.24
137,2017-05-18,1,GROCERY I,0,356.906
138,2017-05-19,1,GROCERY I,0,210.1
139,2017-05-20,1,GROCERY I,0,192.265
140,2017-05-21,1,GROCERY I,0,291.372
141,2017-05-22,1,GROCERY I,0,200.07
142,2017-05-23,1,GROCERY I,0,267.26
143,2017-05-24,1,GROCERY I,0,347.358
144,2017-05-25,1,GROCERY I,0,356.246
145,2017-05-26,1,GROCERY I,0,243.786
146,2017-05-27,1,GROCERY I,0,368.584
147,2017-05-28,1,GROCERY I,0,304.711
148,2017-05-29,1,GROCERY I,0,377.288
149,2017-05-30,1,GROCERY I,0,389.803
150,2017-05-31,1,GROCERY I,0,418.0
151,2017-06-01,1,GROCERY I,0,289.691
152,2017-06-02,1,GROCERY I,0,279.57
153,2017-06-03,1,GROCERY I,0,303.077
154,2017-06-04,1,GROCERY I,0,294.494
155,2017-06-05,1,GROCERY I,0,285.701
156,2017-06-06,1,GROCERY I,0,304.287
157,2017-06-07,1,GROCERY I,0,303.423
158,2017-06-08,1,GROCERY I,1,339.002
159,2017-06-09,1,GROCERY I,0,184.234
160,2017-06-10,1,GROCERY I,3,320.327
161,2017-06-11,1,GROCERY I,0,296.111
162,2017-06-12,1,GROCERY I,0,265.013
163,2017-06-13,1,GROCERY I,0,268.923
164,2017-06-14,1,GROCERY I,0,283.12
165,2017-06-15,1,GROCERY I,4,310.445
166,2017-06-16,1,GROCERY I,0,240.627
167,2017-06-17,1,GROCERY I,0,254.141
168,2017-06-18,1,GROCERY I,0,254.819
169,2017-06-19,1,GROCERY I,0,245.516
170,2017-06-20,1,GROCERY I,0,318.838
171,2017-06-21,1,GROCERY I,0,273.559
172,2017-06-22,1,GROCERY I,0,218.943
173,2017-06-23,1,GROCERY I,0,213.372
174,2017-06-24,1,GROCERY I,0,297.082
175,2017-06-25,1,GROCERY I,0,355.493
176,2017-06-26,1,GROCERY I,0,272.177
177,2017-06-27,1,GROCERY I,0,418.484
178,2017-06-28,1,GROCERY I,0,261.766
179,2017-06-29,1,GROCERY I,0,248.592
180,2017-06-30,1,GROCERY I,0,291.38
181,2017-07-01,1,GROCERY I,0,257.803
182,2017-07-02,1,GROCERY I,0,322.618
183,2017-07-03,1,GROCERY I,0,435.419
184,2017-07-04,1,GROCERY I,0,266.152
185,2017-07-05,1,GROCERY I,0,362.406
186,2017-07-06,1,GROCERY I,2,374.894
187,2017-07-07,1,GROCERY I,0,321.441
188,2017-07-08,1,GROCERY I,0,285.561
189,2017-07-09,1,GROCERY I,0,318.841
190,2017-07-10,1,GROCERY I,0,351.109
191,2017-07-11,1,GROCERY I,0,265.598
192,2017-07-12,1,GROCERY I,11,527.242
193,2017-07-13,1,GROCERY I,0,275.428
194,2017-07-14,1,GROCERY I,0,265.163
195,2017-07-15,1,GROCERY I,0,305.721
196,2017-07-16,1,GROCERY I,7,443.371
197,2017-07-17,1,GROCERY I,11,718.692
198,2017-07-18,1,GROCERY I,0,321.214
199,2017-07-19,1,GROCERY I,0,341.907
200,2017-07-20,1,GROCERY I,0,336.136
201,2017-07-21,1,GROCERY I,0,200.683
202,2017-07-22,1,GROCERY I,0,204.073
203,2017-07-23,1,GROCERY I,0,339.739
204,2017-07-24,1,GROCERY I,0,251.391
205,2017-07-25,1,GROCERY I,0,310.055
206,2017-07-26,1,GROCERY I,0,399.328
207,2017-07-27,1,GROCERY I,0,349.093
208,2017-07-28,1,GROCERY I,0,297.314
209,2017-07-29,1,GROCERY I,0,275.212
210,2017-07-30,1,GROCERY I,0,260.995
211,2017-07-31,1,GROCERY I,0,420.86
212,2017-08-01,1,GROCERY I,0,369.384
213,2017-08-02,1,GROCERY I,0,350.597
214,2017-08-03,1,GROCERY I,10,642.955
215,2017-08-04,1,GROCERY I,0,192.259
216,2017-08-05,1,GROCERY I,0,271.346
217,2017-08-06,1,GROCERY I,0,280.099
218,2017-08-07,1,GROCERY I,0,342.635
219,2017-08-08,1,GROCERY I,0,365.814
220,2017-08-09,1,GROCERY I,0,206.66
221,2017-08-10,1,GROCERY I,0,357.882
222,2017-08-11,1,GROCERY I,0,268.61
223,2017-08-12,1,GROCERY I,0,293.34
224,2017-08-13,1,GROCERY I,0,355.412
225,2017-08-14,1,GROCERY I,0,374.203
226,2017-08-15,1,GROCERY I,0,588.341
243,2017-01-01,1,BEVERAGES,0,285.244
244,2017-01-02,1,BEVERAGES,0,169.02
245,2017-01-03,1,BEVERAGES,0,226.847
246,2017-01-04,1,BEVERAGES,0,181.977
247,2017-01-05,1,BEVERAGES,0,178.176
248,2017-01-06,1,BEVERAGES,0,178.806
249,2017-01-07,1,BEVERAGES,11,412.617
250,2017-01-08,1,BEVERAGES,0,265.936
251,2017-01-09,1,BEVERAGES,0,242.107
252,2017-01-10,1,BEVERAGES,0,228.794
253,2017-01-11,1,BEVERAGES,0,157.484
254,2017-01-12,1,BEVERAGES,0,225.437
255,2017-01-13,1,BEVERAGES,0,147.079
256,2017-01-14,1,BEVERAGES,0,203.659
257,2017-01-15,1,BEVERAGES,2,273.595
258,2017-01-16,1,BEVERAGES,0,235.741
259,2017-01-17,1,BEVERAGES,1,190.316
260,2017-01-18,1,BEVERAGES,0,173.074
261,2017-01-19,1,BEVERAGES,0,169.455
262,2017-01-20,1,BEVERAGES,0,154.072
263,2017-01-21,1,BEVERAGES,0,177.465
264,2017-01-22,1,BEVERAGES,5,383.074
265,2017-01-23,1,BEVERAGES,0,218.848
266,2017-01-24,1,BEVERAGES,0,274.809
267,2017-01-25,1,BEVERAGES,0,126.732
268,2017-01-26,1,BEVERAGES,0,195.298
269,2017-01-27,1,BEVERAGES,9,290.48
270,2017-01-28,1,BEVERAGES,0,207.547
271,2017-01-29,1,BEVERAGES,0,227.901
272,2017-01-30,1,BEVERAGES,0,221.758
273,2017-01-31,1,BEVERAGES,0,304.979
274,2017-02-01,1,BEVERAGES,0,146.742
275,2017-02-02,1,BEVERAGES,0,164.758
276,2017-02-03,1,BEVERAGES,0,155.0
277,2017-02-04,1,BEVERAGES,0,277.7
278,2017-02-05,1,BEVERAGES,6,261.131
279,2017-02-06,1,BEVERAGES,0,212.861
280,2017-02-07,1,BEVERAGES,0,151.208
281,2017-02-08,1,BEVERAGES,0,186.625
282,2017-02-09,1,BEVERAGES,0,135.995
283,2017-02-10,1,BEVERAGES,0,156.701
284,2017-02-11,1,BEVERAGES,4,206.874
285,2017-02-12,1,BEVERAGES,0,231.737
286,2017-02-13,1,BEVERAGES,0,286.402
287,2017-02-14,1,BEVERAGES,0,192.577
288,2017-02-15,1,BEVERAGES,4,395.95
289,2017-02-16,1,BEVERAGES,0,145.989
290,2017-02-17,1,BEVERAGES,0,142.639
291,2017-02-18,1,BEVERAGES,0,216.56
292,2017-02-19,1,BEVERAGES,0,192.189
293,2017-02-20,1,BEVERAGES,0,185.558
294,2017-02-21,1,BEVERAGES,0,236.585
295,2017-02-22,1,BEVERAGES,0,175.717
296,2017-02-23,1,BEVERAGES,0,134.594
297,2017-02-24,1,BEVERAGES,2,140.027
298,2017-02-25,1,BEVERAGES,0,199.184
299,2017-02-26,1,BEVERAGES,0,233.647
300,2017-02-27,1,BEVERAGES,0,310.553
301,2017-02-28,1,BEVERAGES,0,210.886
302,2017-03-01,1,BEVERAGES,0,164.585
303,2017-03-02,1,BEVERAGES,0,139.374
304,2017-03-03,1,BEVERAGES,0,183.818
305,2017-03-04,1,BEVERAGES,0,174.09
306,2017-03-05,1,BEVERAGES,0,242.526
307,2017-03-06,1,BEVERAGES,4,361.104
308,2017-03-07,1,BEVERAGES,0,183.299
309,2017-03-08,1,BEVERAGES,0,183.936
310,2017-03-09,1,BEVERAGES,0,167.239
311,2017-03-10,1,BEVERAGES,0,215.398
312,2017-03-11,1,BEVERAGES,0,211.999
313,2017-03-12,1,BEVERAGES,0,193.777
314,2017-03-13,1,BEVERAGES,0,297.322
315,2017-03-14,1,BEVERAGES,0,241.428
316,2017-03-15,1,BEVERAGES,0,194.471
317,2017-03-16,1,BEVERAGES,0,168.936
318,2017-03-17,1,BEVERAGES,0,203.45
319,2017-03-18,1,BEVERAGES,0,264.775
320,2017-03-19,1,BEVERAGES,0,232.058
321,2017-03-20,1,BEVERAGES,0,218.302
322,2017-03-21,1,BEVERAGES,11,404.815
323,2017-03-22,1,BEVERAGES,8,369.406
324,2017-03-23,1,BEVERAGES,0,199.05
325,2017-03-24,1,BEVERAGES,6,280.198
326,2017-03-25,1,BEVERAGES,0,287.971
327,2017-03-26,1,BEVERAGES,0,223.717
328,2017-03-27,1,BEVERAGES,0,148.179
329,2017-03-28,1,BEVERAGES,0,234.834
330,2017-03-29,1,BEVERAGES,0,147.526
331,2017-03-30,1,BEVERAGES,0,174.153
332,2017-03-31,1,BEVERAGES,0,234.479
333,2017-04-01,1,BEVERAGES,0,191.91
334,2017-04-02,1,BEVERAGES,0,270.902
335,2017-04-03,1,BEVERAGES,0,204.205
336,2017-04-04,1,BEVERAGES,10,321.487
337,2017-04-05,1,BEVERAGES,0,201.166
338,2017-04-06,1,BEVERAGES,0,184.564
339,2017-04-07,1,BEVERAGES,0,224.225
340,2017-04-08,1,BEVERAGES,0,199.981
341,2017-04-09,1,BEVERAGES,0,226.108
342,2017-04-10,1,BEVERAGES,0,163.314
343,2017-04-11,1,BEVERAGES,0,230.501
344,2017-04-12,1,BEVERAGES,0,212.752
345,2017-04-13,1,BEVERAGES,0,185.761
346,2017-04-14,1,BEVERAGES,0,264.849
347,2017-04-15,1,BEVERAGES,0,224.116
348,2017-04-16,1,BEVERAGES,0,234.828
349,2017-04-17,1,BEVERAGES,0,180.521
350,2017-04-18,1,BEVERAGES,0,176.776
351,2017-04-19,1,BEVERAGES,0,178.164
352,2017-04-20,1,BEVERAGES,4,180.44
353,2017-04-21,1,BEVERAGES,11,387.449
354,2017-04-22,1,BEVERAGES,0,187.637
355,2017-04-23,1,BEVERAGES,0,201.537
356,2017-04-24,1,BEVERAGES,0,256.368
357,2017-04-25,1,BEVERAGES,0,235.533
358,2017-04-26,1,BEVERAGES,0,148.338
359,2017-04-27,1,BEVERAGES,4,284.904
360,2017-04-28,1,BEVERAGES,0,210.107
361,2017-04-29,1,BEVERAGES,0,150.397
362,2017-04-30,1,BEVERAGES,0,278.203
363,2017-05-01,1,BEVERAGES,0,297.812
364,2017-05-02,1,BEVERAGES,0,120.376
365,2017-05-03,1,BEVERAGES,0,176.393
366,2017-05-04,1,BEVERAGES,0,215.958
367,2017-05-05,1,BEVERAGES,5,269.185
368,2017-05-06,1,BEVERAGES,0,261.951
369,2017-05-07,1,BEVERAGES,11,443.326
370,2017-05-08,1,BEVERAGES,0,242.295
371,2017-05-09,1,BEVERAGES,0,223.697
372,2017-05-10,1,BEVERAGES,0,171.406
373,2017-05-11,1,BEVERAGES,0,157.876
374,2017-05-12,1,BEVERAGES,0,189.509
375,2017-05-13,1,BEVERAGES,0,200.466
376,2017-05-14,1,BEVERAGES,0,324.144
377,2017-05-15,1,BEVERAGES,0,316.419
378,2017-05-16,1,BEVERAGES,0,301.256
379,2017-05-17,1,BEVERAGES,0,216.406
380,2017-05-18,1,BEVERAGES,0,166.104
381,2017-05-19,1,BEVERAGES,0,232.895
382,2017-05-20,1,BEVERAGES,0,232.903
383,2017-05-21,1,BEVERAGES,0,244.124
384,2017-05-22,1,BEVERAGES,0,183.912
385,2017-05-23,1,BEVERAGES,11,282.472
386,2017-05-24,1,BEVERAGES,0,218.223
387,2017-05-25,1,BEVERAGES,0,137.798
388,2017-05-26,1,BEVERAGES,0,193.114
389,2017-05-27,1,BEVERAGES,0,260.133
390,2017-05-28,1,BEVERAGES,0,329.797
391,2017-05-29,1,BEVERAGES,0,205.716
392,2017-05-30,1,BEVERAGES,0,221.069
393,2017-05-31,1,BEVERAGES,0,196.296
394,2017-06-01,1,BEVERAGES,0,260.925
395,2017-06-02,1,BEVERAGES,0,249.568
396,2017-06-03,1,BEVERAGES,0,176.231
397,2017-06-04,1,BEVERAGES,0,235.706
398,2017-06-05,1,BEVERAGES,0,172.453
399,2017-06-06,1,BEVERAGES,0,155.992
400,2017-06-07,1,BEVERAGES,0,222.484
401,2017-06-08,1,BEVERAGES,0,114.828
402,2017-06-09,1,BEVERAGES,0,263.922
403,2017-06-10,1,BEVERAGES,0,187.149
404,2017-06-11,1,BEVERAGES,0,240.143
405,2017-06-12,1,BEVERAGES,0,230.688
406,2017-06-13,1,BEVERAGES,0,236.215
407,2017-06-14,1,BEVERAGES,0,192.762
408,2017-06-15,1,BEVERAGES,0,199.267
409,2017-06-16,1,BEVERAGES,0,149.227
410,2017-06-17,1,BEVERAGES,5,297.913
411,2017-06-18,1,BEVERAGES,0,246.655
412,2017-06-19,1,BEVERAGES,0,194.27
413,2017-06-20,1,BEVERAGES,0,214.036
414,2017-06-21,1,BEVERAGES,0,124.344
415,2017-06-22,1,BEVERAGES,0,247.117
416,2017-06-23,1,BEVERAGES,0,199.744
417,2017-06-24,1,BEVERAGES,0,140.146
418,2017-06-25,1,BEVERAGES,0,190.787
419,2017-06-26,1,BEVERAGES,0,205.397
420,2017-06-27,1,BEVERAGES,0,122.947
421,2017-06-28,1,BEVERAGES,0,175.641
422,2017-06-29,1,BEVERAGES,0,214.014
423,2017-06-30,1,BEVERAGES,6,211.578
424,2017-07-01,1,BEVERAGES,0,212.282
425,2017-07-02,1,BEVERAGES,0,175.944
426,2017-07-03,1,BEVERAGES,8,407.986
427,2017-07-04,1,BEVERAGES,0,170.587
428,2017-07-05,1,BEVERAGES,0,211.354
429,2017-07-06,1,BEVERAGES,0,169.256
430,2017-07-07,1,BEVERAGES,0,131.347
431,2017-07-08,1,BEVERAGES,0,221.726
432,2017-07-09,1,BEVERAGES,0,190.462
433,2017-07-10,1,BEVERAGES,0,203.546
434,2017-07-11,1,BEVERAGES,0,176.893
435,2017-07-12,1,BEVERAGES,0,210.186
436,2017-07-13,1,BEVERAGES,0,176.884
437,2017-07-14,1,BEVERAGES,0,147.223
438,2017-07-15,1,BEVERAGES,0,188.901
439,2017-07-16,1,BEVERAGES,0,247.444
440,2017-07-17,1,BEVERAGES,0,208.949
441,2017-07-18,1,BEVERAGES,0,201.213
442,2017-07-19,1,BEVERAGES,0,182.664
443,2017-07-20,1,BEVERAGES,0,115.787
444,2017-07-21,1,BEVERAGES,3,218.316
445,2017-07-22,1,BEVERAGES,0,176.916
446,2017-07-23,1,BEVERAGES,0,142.288
447,2017-07-24,1,BEVERAGES,0,182.068
448,2017-07-25,1,BEVERAGES,0,156.475
449,2017-07-26,1,BEVERAGES,0,159.338
450,2017-07-27,1,BEVERAGES,0,182.739
451,2017-07-28,1,BEVERAGES,0,240.417
452,2017-07-29,1,BEVERAGES,0,246.192
453,2017-07-30,1,BEVERAGES,0,167.992
454,2017-07-31,1,BEVERAGES,0,276.318
455,2017-08-01,1,BEVERAGES,0,193.932
456,2017-08-02,1,BEVERAGES,0,173.629
457,2017-08-03,1,BEVERAGES,0,174.942
458,2017-08-04,1,BEVERAGES,0,305.803
459,2017-08-05,1,BEVERAGES,0,212.842
460,2017-08-06,1,BEVERAGES,1,236.318
461,2017-08-07,1,BEVERAGES,0,268.612
462,2017-08-08,1,BEVERAGES,0,132.253
463,2017-08-09,1,BEVERAGES,0,194.389
464,2017-08-10,1,BEVERAGES,0,193.086
465,2017-08-11,1,BEVERAGES,0,180.424
466,2017-08-12,1,BEVERAGES,0,146.129
467,2017-08-13,1,BEVERAGES,0,217.31
468,2017-08-14,1,BEVERAGES,0,237.989
469,2017-08-15,1,BEVERAGES,0,279.925
486,2017-01-01,1,PRODUCE,0,164.152
487,2017-01-02,1,PRODUCE,0,106.476
488,2017-01-03,1,PRODUCE,0,89.723
489,2017-01-04,1,PRODUCE,0,102.786
490,2017-01-05,1,PRODUCE,0,121.183
491,2017-01-06,1,PRODUCE,0,134.553
492,2017-01-07,1,PRODUCE,0,89.837
493,2017-01-08,1,PRODUCE,3,113.894
494,2017-01-09,1,PRODUCE,0,67.002
495,2017-01-10,1,PRODUCE,0,139.145
496,2017-01-11,1,PRODUCE,0,127.113
497,2017-01-12,1,PRODUCE,0,105.7
498,2017-01-13,1,PRODUCE,0,122.456
499,2017-01-14,1,PRODUCE,0,125.659
500,2017-01-15,1,PRODUCE,0,145.582
501,2017-01-16,1,PRODUCE,0,122.954
502,2017-01-17,1,PRODUCE,0,139.648
503,2017-01-18,1,PRODUCE,1,116.178
504,2017-01-19,1,PRODUCE,0,118.911
505,2017-01-20,1,PRODUCE,0,122.948
506,2017-01-21,1,PRODUCE,0,94.749
507,2017-01-22,1,PRODUCE,0,132.664
508,2017-01-23,1,PRODUCE,0,87.859
509,2017-01-24,1,PRODUCE,0,92.115
510,2017-01-25,1,PRODUCE,0,83.468
511,2017-01-26,1,PRODUCE,0,102.079
512,2017-01-27,1,PRODUCE,10,205.9
513,2017-01-28,1,PRODUCE,0,106.844
514,2017-01-29,1,PRODUCE,0,101.634
515,2017-01-30,1,PRODUCE,0,114.031
516,2017-01-31,1,PRODUCE,0,95.191
517,2017-02-01,1,PRODUCE,0,85.531
518,2017-02-02,1,PRODUCE,0,97.018
519,2017-02-03,1,PRODUCE,0,121.772
520,2017-02-04,1,PRODUCE,11,195.755
521,2017-02-05,1,PRODUCE,0,103.745
522,2017-02-06,1,PRODUCE,0,138.433
523,2017-02-07,1,PRODUCE,0,104.213
524,2017-02-08,1,PRODUCE,0,86.378
525,2017-02-09,1,PRODUCE,0,135.753
526,2017-02-10,1,PRODUCE,0,104.701
527,2017-02-11,1,PRODUCE,0,152.796
528,2017-02-12,1,PRODUCE,0,118.803
529,2017-02-13,1,PRODUCE,0,75.55
530,2017-02-14,1,PRODUCE,8,153.477
531,2017-02-15,1,PRODUCE,0,115.629
532,2017-02-16,1,PRODUCE,0,106.034
533,2017-02-17,1,PRODUCE,0,124.086
534,2017-02-18,1,PRODUCE,0,114.097
535,2017-02-19,1,PRODUCE,0,79.633
536,2017-02-20,1,PRODUCE,0,102.559
537,2017-02-21,1,PRODUCE,0,69.511
538,2017-02-22,1,PRODUCE,0,105.563
539,2017-02-23,1,PRODUCE,0,107.986
540,2017-02-24,1,PRODUCE,0,136.352
541,2017-02-25,1,PRODUCE,0,84.049
542,2017-02-26,1,PRODUCE,0,126.369
543,2017-02-27,1,PRODUCE,0,149.446
544,2017-02-28,1,PRODUCE,0,97.877
545,2017-03-01,1,PRODUCE,0,120.917
546,2017-03-02,1,PRODUCE,0,126.446
547,2017-03-03,1,PRODUCE,0,126.97
548,2017-03-04,1,PRODUCE,0,160.273
549,2017-03-05,1,PRODUCE,0,101.238
550,2017-03-06,1,PRODUCE,0,77.771
551,2017-03-07,1,PRODUCE,0,68.457
552,2017-03-08,1,PRODUCE,0,98.63
553,2017-03-09,1,PRODUCE,0,104.554
554,2017-03-10,1,PRODUCE,0,141.048
555,2017-03-11,1,PRODUCE,4,143.147
556,2017-03-12,1,PRODUCE,1,130.446
557,2017-03-13,1,PRODUCE,0,114.583
558,2017-03-14,1,PRODUCE,0,118.787
559,2017-03-15,1,PRODUCE,0,126.13
560,2017-03-16,1,PRODUCE,0,109.776
561,2017-03-17,1,PRODUCE,0,146.214
562,2017-03-18,1,PRODUCE,0,99.067
563,2017-03-19,1,PRODUCE,0,80.97
564,2017-03-20,1,PRODUCE,0,131.611
565,2017-03-21,1,PRODUCE,0,112.558
566,2017-03-22,1,PRODUCE,0,107.646
567,2017-03-23,1,PRODUCE,0,123.124
568,2017-03-24,1,PRODUCE,0,94.359
569,2017-03-25,1,PRODUCE,0,147.702
570,2017-03-26,1,PRODUCE,0,76.333
571,2017-03-27,1,PRODUCE,7,143.064
572,2017-03-28,1,PRODUCE,0,91.104
573,2017-03-29,1,PRODUCE,0,95.657
574,2017-03-30,1,PRODUCE,0,114.638
575,2017-03-31,1,PRODUCE,0,117.634
576,2017-04-01,1,PRODUCE,10,203.162
577,2017-04-02,1,PRODUCE,0,97.779
578,2017-04-03,1,PRODUCE,0,60.232
579,2017-04-04,1,PRODUCE,0,57.078
580,2017-04-05,1,PRODUCE,0,99.831
581,2017-04-06,1,PRODUCE,0,96.381
582,2017-04-07,1,PRODUCE,0,153.138
583,2017-04-08,1,PRODUCE,0,99.102
584,2017-04-09,1,PRODUCE,0,131.514
585,2017-04-10,1,PRODUCE,0,74.727
586,2017-04-11,1,PRODUCE,0,124.69
587,2017-04-12,1,PRODUCE,0,141.084
588,2017-04-13,1,PRODUCE,0,103.884
589,2017-04-14,1,PRODUCE,0,129.16
590,2017-04-15,1,PRODUCE,0,96.23
591,2017-04-16,1,PRODUCE,0,81.343
592,2017-04-17,1,PRODUCE,0,87.049
593,2017-04-18,1,PRODUCE,0,99.798
594,2017-04-19,1,PRODUCE,0,93.961
595,2017-04-20,1,PRODUCE,0,97.589
596,2017-04-21,1,PRODUCE,0,118.697
597,2017-04-22,1,PRODUCE,11,237.849
598,2017-04-23,1,PRODUCE,0,107.844
599,2017-04-24,1,PRODUCE,0,111.12
600,2017-04-25,1,PRODUCE,0,91.424
601,2017-04-26,1,PRODUCE,0,101.306
602,2017-04-27,1,PRODUCE,0,159.265
603,2017-04-28,1,PRODUCE,0,143.552
